Date,Opponent,Result,Attendance,GameID
11/29/2023,"('Bellarmine', '/teams/561171')",L 58-64,"('410', None)",3973410
12/02/2023,"('@ UT Martin', '/teams/561144')",L 82-94,"('1,012', None)",3973765
12/06/2023,"('IU Indy', '/teams/561257')",L 75-81,"('375', None)",3974381
12/16/2023,"('Lindenwood', '/teams/561261')",W 70-68,"('369', None)",3975422
12/18/2023,"('@ Indiana', '/teams/560811')",L 56-109,"('8,227', None)",3954592
12/21/2023,"('@ Southeast Mo. St.', '/teams/561097')",L 44-74,"('400', None)",3975948
12/30/2023,"('Indiana St.', '/teams/560809')",L 49-66,"('409', None)",3996092
01/04/2024,"('@ UNI', '/teams/560982')",L 52-82,"('3,781', None)",3996072
01/06/2024,"('@ Drake', '/teams/560720')",L 68-78,"('2,193', None)",3996126
01/12/2024,"('Belmont', '/teams/560553')",L 40-84,"('1,508', None)",4470136
01/14/2024,"('Murray St.', '/teams/560923')",L 72-90,"('489', None)",4470137
01/19/2024,"('@ Missouri St.', '/teams/561116')",L 55-90,"('1,921', None)",3996100
01/21/2024,"('@ Southern Ill.', '/teams/561103')",L 60-99,"('564', None)",3996476
01/26/2024,"('UIC', '/teams/560807')",L 61-70,"('245', None)",3996448
01/28/2024,"('Valparaiso', '/teams/561185')",L 59-70,"('375', None)",3996301
02/03/2024,"('Bradley', '/teams/560625')",L 72-79,"('675', None)",4470138
02/09/2024,"('@ UIC', '/teams/560807')",L 57-65,"('1,456', None)",3996449
02/11/2024,"('@ Valparaiso', '/teams/561185')",W 71-68,"('278', None)",3996303
02/15/2024,"('Southern Ill.', '/teams/561103')",W 93-89 (1 OT),"('215', None)",3996482
02/17/2024,"('Missouri St.', '/teams/561116')",L 56-73,"('275', None)",3996443
02/22/2024,"('@ Indiana St.', '/teams/560809')",L 66-69,"('1,245', None)",3996113
02/25/2024,"('@ Illinois St.', '/teams/560803')",L 50-78,"('2,412', None)",4446589
03/01/2024,"('@ Murray St.', '/teams/560923')",L 59-85,"('1,431', None)",3996319
03/03/2024,"('@ Belmont', '/teams/560553')",L 55-80,"('1,175', None)",4470139
03/07/2024,"('Drake', '/teams/560720')",L 53-86,"('167', None)",3996140
03/09/2024,"('UNI', '/teams/560982')",L 46-67,"('153', None)",3996091
03/14/2024,"('#5 Illinois St. @Moline, IL (23-24 WBB MVC Tournament)', '/teams/560803')",L 64-85,"('776', None)",5250984
11/06/2023,"('Lehman', '/teams/562337')",W 101-14,"('976', None)",3970322
11/10/2023,"('@ Lipscomb', '/teams/560559')",W 89-66,"('267', None)",3970570
11/12/2023,"('@ Vanderbilt', '/teams/561187')",L 70-73,"('1,886', None)",3971164
11/20/2023,"('@ Rutgers', '/teams/561048')",W 78-54,"('1,309', None)",3728205
11/26/2023,"('@ Central Conn. St.', '/teams/560670')",W 78-52,"('221', None)",3973028
11/29/2023,"('@ Sacred Heart', '/teams/561051')",W 66-61 (1 OT),"('788', None)",3973492
12/07/2023,"(""St. John's (NY)"", '/teams/561058')",W 67-62,"('850', None)",3974478
12/10/2023,"('Fordham', '/teams/560759')",W 77-74,"('645', None)",3974931
12/16/2023,"(""Mount St. Mary's"", '/teams/560921')",W 62-44,"('612', None)",3975437
12/18/2023,"('Manhattan', '/teams/560866')",W 82-58,"('463', None)",3975586
12/30/2023,"('@ Stonehill', '/teams/561266')",W 72-49,"('431', None)",3976366
01/04/2024,"('@ Niagara', '/teams/560952')",W 77-54,"('1,754', None)",3976852
01/06/2024,"('@ Canisius', '/teams/560668')",W 64-51,"('404', None)",3977133
01/11/2024,"('Iona', '/teams/560814')",W 72-44,"('498', None)",3977848
01/13/2024,"('Siena', '/teams/561081')",W 78-73,"('609', None)",3978376
01/20/2024,"('@ Marist', '/teams/560868')",W 60-46,"('1,525', None)",3979475
01/25/2024,"('@ Quinnipiac', '/teams/561034')",W 74-59,"('551', None)",3979893
01/27/2024,"('Canisius', '/teams/560668')",W 70-42,"('1,315', None)",3980105
02/01/2024,"('@ Rider', '/teams/561045')",W 67-44,"('678', None)",3981023
02/03/2024,"('@ Iona', '/teams/560814')",W 85-49,"('212', None)",3981447
02/08/2024,"('Marist', '/teams/560868')",W 76-49,"('1,891', None)",3981904
02/10/2024,"(""Saint Peter's"", '/teams/561065')",W 52-46,"('925', None)",3982145
02/17/2024,"(""@ Mount St. Mary's"", '/teams/560921')",W 61-59,"('391', None)",3983307
02/22/2024,"('@ Siena', '/teams/561081')",W 71-67,"('806', None)",3983750
02/24/2024,"('Niagara', '/teams/560952')",W 95-65,"('1,624', None)",3983821
02/29/2024,"('Quinnipiac', '/teams/561034')",W 64-46,"('1,117', None)",3984217
03/02/2024,"('@ Manhattan', '/teams/560866')",W 77-53,"('217', None)",3984391
03/07/2024,"(""@ Saint Peter's"", '/teams/561065')",W 63-46,"('319', None)",3984679
03/09/2024,"('Rider', '/teams/561045')",W 83-54,"('1,525', None)",3984717
03/13/2024,"('#8 Rider @Atlantic City, NJ (23-24 WBB MAAC Tournament)', '/teams/561045')",W 57-51,"('898', None)",5250486
03/15/2024,"('#5 Canisius @Atlantic City, NJ (23-24 WBB MAAC Tournament)', '/teams/560668')",W 77-64,"('1,845', None)",5250483
03/16/2024,"('#2 Niagara @Atlantic City, NJ (23-24 WBB MAAC Tournament)', '/teams/560952')",W 70-62 (1 OT),"('1,007', None)",5250481
03/23/2024,"('@#4 Indiana 23-24 WBB NCAA Division I Tournament', '/teams/560811')",L 56-89,"('12,753', None)",5254161
11/06/2023,"('@ Iowa', '/teams/560818')",L 46-102,"('14,998', None)",3953880
11/12/2023,"('@ Army West Point', '/teams/561177')",L 63-71,"('596', None)",3971169
11/15/2023,"('@ Bucknell', '/teams/560634')",L 44-49,"('1,267', None)",3971434
11/17/2023,"('@ Georgetown', '/teams/560766')",L 45-60,"('283', None)",3971816
11/22/2023,"(""Mount St. Mary's"", '/teams/560921')",L 50-64,"('150', None)",3972606
11/26/2023,"('Rider', '/teams/561045')",W 64-59,"('327', None)",3973091
11/29/2023,"('NJIT', '/teams/560944')",L 46-61,"('187', None)",3973434
12/02/2023,"('American', '/teams/560590')",L 57-63,"('167', None)",3974067
12/06/2023,"('Bloomfield', '/teams/561658')",W 86-38,"('54', None)",3974294
12/09/2023,"('@ UMES', '/teams/560878')",L 47-54,"('183', None)",3974825
12/11/2023,"('@ Seton Hall', '/teams/561079')",L 27-67,"('681', None)",3975046
12/21/2023,"('UNLV', '/teams/560938')",L 59-71,"('475', None)",3975937
12/29/2023,"('@ Vanderbilt', '/teams/561187')",L 41-73,"('1,960', None)",3976182
01/06/2024,"('@ Le Moyne', '/teams/561728')",L 52-65,"('268', None)",3977334
01/08/2024,"('Merrimack', '/teams/560564')",W 67-51,"('113', None)",3977554
01/13/2024,"('@ Stonehill', '/teams/561266')",L 56-60,"('416', None)",3978284
01/15/2024,"('Saint Francis (PA)', '/teams/561057')",W 64-54,"('202', None)",3978557
01/19/2024,"('Stonehill', '/teams/561266')",W 61-50,"('130', None)",3979054
01/25/2024,"('Central Conn. St.', '/teams/560670')",W 80-75 (1 OT),"('113', None)",3979888
01/27/2024,"('@ Sacred Heart', '/teams/561051')",L 51-68,"('864', None)",3980388
02/01/2024,"('@ LIU', '/teams/560846')",W 59-56,"('130', None)",3981024
02/09/2024,"('Wagner', '/teams/561200')",W 62-53,"('253', None)",3982091
02/15/2024,"('LIU', '/teams/560846')",W 84-53,"('207', None)",3982968
02/17/2024,"('@ Saint Francis (PA)', '/teams/561057')",W 68-48,"('464', None)",3983101
02/22/2024,"('Sacred Heart', '/teams/561051')",L 63-75,"('405', None)",3983747
02/24/2024,"('Le Moyne', '/teams/561728')",L 60-70,"('234', None)",3983929
02/29/2024,"('@ Merrimack', '/teams/560564')",W 71-63,"('618', None)",3984218
03/02/2024,"('@ Wagner', '/teams/561200')",W 59-51,"('853', None)",3984484
03/07/2024,"('@ Central Conn. St.', '/teams/560670')",W 70-56,"('362', None)",3984649
03/11/2024,"('#6 LIU 23-24 WBB NEC Tournament', '/teams/560846')",W 71-59,"('677', None)",5249794
03/14/2024,"('@#2 Le Moyne 23-24 WBB NEC Tournament', '/teams/561728')",L 38-52,"('214', None)",5249791
11/07/2023,"('@ Tennessee', '/teams/561142')",L 64-93,"('7,684', None)",3970343
11/09/2023,"('@ Middle Tenn.', '/teams/560898')",L 48-93,"('6,000', None)",3970483
11/13/2023,"('@ Florida', '/teams/560757')",L 54-92,"('1,137', None)",4471194
11/20/2023,"('California', '/teams/560656')",L 38-76,"('887', None)",3972286
11/25/2023,"('Jacksonville', '/teams/560825')",W 59-54,"('165', None)",3972811
12/01/2023,"('@ Sam Houston', '/teams/561066')",L 62-65,"('428', None)",3973631
12/03/2023,"('@ Houston', '/teams/560794')",L 59-79,"('1,160', None)",3974123
12/08/2023,"('South Alabama', '/teams/561083')",L 65-68,"('247', None)",3974604
12/21/2023,"('@ Detroit Mercy', '/teams/560719')",L 66-72,"('289', None)",3975994
12/22/2023,"('@ Michigan', '/teams/560896')",L 35-77,"('2,308', None)",3954291
12/29/2023,"('@ North Florida', '/teams/560548')",L 71-76 (1 OT),"('559', None)",3976186
01/06/2024,"('@ Bethune-Cookman', '/teams/560613')",L 76-80,"('981', None)",3977300
01/13/2024,"('Southern U.', '/teams/561111')",W 59-53,"('1,087', None)",3978402
01/15/2024,"('Grambling', '/teams/560778')",L 85-88 (3 OT),"('740', None)",3978553
01/20/2024,"('@ Ark.-Pine Bluff', '/teams/561256')",L 62-85,"('1,281', None)",3979106
01/22/2024,"('@ Mississippi Val.', '/teams/560904')",W 62-55,"('1,025', None)",3979573
01/27/2024,"('Alcorn', '/teams/560588')",W 60-56,"('989', None)",3980113
01/29/2024,"('Jackson St.', '/teams/560821')",L 60-79,"('550', None)",3980567
02/03/2024,"('@ Alabama A&M', '/teams/560578')",L 69-71,"('1,491', None)",3981133
02/05/2024,"('@ Alabama St.', '/teams/560580')",W 49-40,"('2,727', None)",3981588
02/10/2024,"('Texas Southern', '/teams/561149')",W 71-57,"('313', None)",3982520
02/12/2024,"('Prairie View', '/teams/561025')",W 71-63,"('241', None)",3982611
02/17/2024,"('@ Jackson St.', '/teams/560821')",L 44-71,"('1,478', None)",3983400
02/19/2024,"('@ Alcorn', '/teams/560588')",L 49-64,"('832', None)",3983513
02/24/2024,"('Alabama St.', '/teams/560580')",W 70-66,"('356', None)",3983830
02/26/2024,"('Alabama A&M', '/teams/560578')",L 43-65,"('412', None)",3984095
03/02/2024,"('@ Grambling', '/teams/560778')",L 54-65,"('916', None)",3984385
03/04/2024,"('@ Southern U.', '/teams/561111')",L 61-67,"('3,853', None)",3984610
03/09/2024,"('Bethune-Cookman', '/teams/560613')",W 69-65,"('887', None)",3984719
03/13/2024,"('#2 Grambling @Birmingham, AL (23-24 WBB SWAC Tournament)', '/teams/560778')",L 60-66,"('428', None)",5250883
11/09/2023,"('@ Mercer', '/teams/560886')",L 62-70,"('934', None)",3970488
11/13/2023,"('@ North Florida', '/teams/560548')",W 84-75 (1 OT),"('599', None)",3971277
11/17/2023,"('Chicago St.', '/teams/560675')",W 80-57,"('492', None)",3971701
11/20/2023,"('Stetson', '/teams/561128')",W 50-39,"('478', None)",3972285
11/25/2023,"('@ Kennesaw St.', '/teams/561250')",L 43-57,"('136', None)",3972950
11/29/2023,"('@ Nebraska', '/teams/560934')",L 53-77,"('3,897', None)",3953927
12/05/2023,"('St. Thomas (FL)', None)",W 78-60,"('412', None)",3974209
12/14/2023,"('FIU', '/teams/560753')",L 62-65,"('2,068', None)",3975173
12/16/2023,"('Howard', '/teams/560797')",L 45-46,"('389', None)",3975436
12/18/2023,"('@ UCF', '/teams/560671')",W 59-58,"('797', None)",3975627
12/21/2023,"('San Diego St. @West Palm Beach, FL (23-24 WBB West Palm Beach Classic)', '/teams/561070')",L 48-75,"('46', None)",3975960
12/30/2023,"('UAB', '/teams/560584')",L 53-65,"('346', None)",3976234
01/04/2024,"('@ SMU', '/teams/561107')",L 52-57,"('724', None)",3976849
01/07/2024,"('@ North Texas', '/teams/560969')",L 52-86,"('1,368', None)",3977519
01/10/2024,"('UTSA', '/teams/561159')",L 60-73,"('243', None)",3977645
01/13/2024,"('Tulsa', '/teams/561173')",L 72-81,"('465', None)",3978103
01/20/2024,"('@ Memphis', '/teams/560884')",L 56-76,"('959', None)",3979088
01/25/2024,"('East Carolina', '/teams/560728')",L 74-78,"('435', None)",3979880
01/27/2024,"('@ Wichita St.', '/teams/561219')",W 63-56,"('1,440', None)",3980081
01/31/2024,"('@ UAB', '/teams/560584')",L 72-83,"('516', None)",3980686
02/03/2024,"('Rice', '/teams/561041')",W 68-63,"('484', None)",3981132
02/07/2024,"('@ Charlotte', '/teams/560928')",W 66-55,"('668', None)",3981690
02/10/2024,"('Wichita St.', '/teams/561219')",L 56-67,"('708', None)",3982150
02/14/2024,"('North Texas', '/teams/560969')",L 57-67,"('212', None)",3982862
02/17/2024,"('@ South Fla.', '/teams/561095')",W 67-55,"('3,724', None)",3983470
02/25/2024,"('@ UTSA', '/teams/561159')",L 60-76,"('751', None)",3984061
02/28/2024,"('Tulane', '/teams/561167')",W 80-67,"('404', None)",3984145
03/03/2024,"('Charlotte', '/teams/560928')",W 56-47,"('512', None)",3984583
03/06/2024,"('@ Temple', '/teams/561135')",L 53-74,"('1,189', None)",3984633
03/09/2024,"('#13 Wichita St. @Fort Worth, TX (23-24 WBB AAC Tournament)', '/teams/561219')",L 50-64,"('1,518', None)",5250366
11/06/2023,"('Fla. National', None)",W 113-30,"('495', None)",3970207
11/10/2023,"('@ UTRGV', '/teams/561011')",W 65-64,"('635', None)",3970725
11/14/2023,"('@ FGCU', '/teams/560561')",L 48-81,"('1,504', None)",3971422
11/18/2023,"('Coppin St.', '/teams/560697')",L 66-70,"('405', None)",3971854
11/24/2023,"('Bryant 23-24 WBB FIU Thanksgiving Classic', '/teams/560630')",W 88-59,"('325', None)",3972721
11/26/2023,"('William & Mary 23-24 WBB FIU Thanksgiving Classic', '/teams/561221')",L 57-59,"('389', None)",4472224
11/29/2023,"('Ga. Southern', '/teams/560768')",L 69-81,"('324', None)",3973493
12/01/2023,"('Jacksonville', '/teams/560825')",W 88-81,"('356', None)",3973628
12/03/2023,"('Bethune-Cookman', '/teams/560613')",W 54-51,"('319', None)",3974085
12/14/2023,"('@ Fla. Atlantic', '/teams/560751')",W 65-62,"('2,068', None)",3975173
12/18/2023,"('Texas St. 23-24 WBB FIU Christmas Tournament', '/teams/561118')",L 61-67,"('332', None)",3975602
12/19/2023,"('Alabama A&M 23-24 WBB FIU Christmas Tournament', '/teams/560578')",W 87-63,"('321', None)",3975692
12/20/2023,"('Chicago St. 23-24 WBB FIU Christmas Tournament', '/teams/560675')",W 73-55,"('326', None)",3975829
12/30/2023,"('Utah Tech', '/teams/561169')",W 68-62,"('298', None)",3976337
01/06/2024,"('Jacksonville St.', '/teams/560823')",W 75-50,"('478', None)",3977227
01/11/2024,"('@ New Mexico St.', '/teams/560946')",W 57-52,"('847', None)",3977835
01/13/2024,"('@ UTEP', '/teams/561157')",W 83-62,"('978', None)",3978375
01/18/2024,"('Liberty', '/teams/560844')",W 70-59,"('553', None)",3978867
01/25/2024,"('Western Ky.', '/teams/561215')",W 70-60,"('405', None)",3979878
01/27/2024,"('Middle Tenn.', '/teams/560898')",L 62-92,"('325', None)",3980106
02/01/2024,"('@ Louisiana Tech', '/teams/560852')",W 73-71,"('1,902', None)",3980897
02/03/2024,"('@ Sam Houston', '/teams/561066')",W 71-65,"('510', None)",3981432
02/10/2024,"('@ Middle Tenn.', '/teams/560898')",L 54-73,"('4,428', None)",3982111
02/15/2024,"('Sam Houston', '/teams/561066')",W 64-49,"('2,084', None)",3982999
02/17/2024,"('Louisiana Tech', '/teams/560852')",W 68-51,"('419', None)",3983102
02/22/2024,"('@ Liberty', '/teams/560844')",L 56-71,"('1,396', None)",3983744
02/24/2024,"('@ Jacksonville St.', '/teams/560823')",L 63-80,"('268', None)",3984016
03/02/2024,"('@ Western Ky.', '/teams/561215')",W 71-68,"('1,153', None)",3984446
03/07/2024,"('UTEP', '/teams/561157')",W 88-62,"('444', None)",3984683
03/09/2024,"('New Mexico St.', '/teams/560946')",L 56-65,"('405', None)",3984696
03/14/2024,"('#6 New Mexico St. @Huntsville, AL (23-24 WBB CUSA Tournament)', '/teams/560946')",L 58-63,"('2,029', None)",5250285
03/21/2024,"('Stetson 23-24 WBB WNIT', '/teams/561128')",W 60-47,"('358', None)",5254443
03/25/2024,"('@ Troy 23-24 WBB WNIT', '/teams/561165')",L 62-92,"('2,196', None)",5254425
11/06/2023,"('Charleston So.', '/teams/560609')",W 99-63,"('1,930', None)",3970284
11/09/2023,"('Tennessee', '/teams/561142')",W 92-91,"('2,898', None)",3970521
11/17/2023,"('@ Florida', '/teams/560757')",W 79-75,"('1,518', None)",3971693
11/19/2023,"('South Alabama', '/teams/561083')",W 80-45,"('1,889', None)",3972252
11/22/2023,"('Northwestern @Henderson, NV (23-24 WBB Ball Dawgs Classic)', '/teams/560987')",W 90-52,"('1,634', None)",3954618
11/24/2023,"('Stanford @Henderson, NV (23-24 WBB Ball Dawgs Classic)', '/teams/561123')",L 88-100,"('1,584', None)",3984866
11/30/2023,"('Arkansas', '/teams/560599')",L 58-71,"('2,216', None)",3973603
12/03/2023,"('Kent St.', '/teams/560833')",W 76-49,"('1,237', None)",3974136
12/07/2023,"('Jacksonville', '/teams/560825')",W 99-73,"('3,169', None)",3974527
12/10/2023,"(""UCLA @Uncasville, CT (23-24 WBB Basketball Hall of Fame Women's Showcase)"", '/teams/560661')",L 78-95,"('8,428', None)",3974936
12/17/2023,"('@ Drexel', '/teams/560722')",W 76-56,"('476', None)",3975500
12/20/2023,"('Alabama St.', '/teams/560580')",W 110-45,"('1,245', None)",3975914
12/29/2023,"('Georgia Tech', '/teams/560771')",W 95-80,"('1,613', None)",3976140
12/31/2023,"('Wake Forest', '/teams/561201')",W 73-61,"('1,407', None)",3976496
01/04/2024,"('@ NC State', '/teams/560962')",L 80-88 (1 OT),"('5,500', None)",3976968
01/07/2024,"('@ Clemson', '/teams/560679')",W 78-72,"('1,136', None)",3977523
01/11/2024,"('North Carolina', '/teams/560927')",W 70-62,"('1,946', None)",3977941
01/14/2024,"('Virginia Tech', '/teams/561196')",W 89-81,"('3,044', None)",3978524
01/18/2024,"('@ Syracuse', '/teams/561132')",L 73-79,"('2,533', None)",3978988
01/21/2024,"('Virginia', '/teams/561198')",L 87-91,"('2,081', None)",3979558
01/25/2024,"('@ Duke', '/teams/560724')",L 46-88,"('1,779', None)",3979962
01/28/2024,"('@ Georgia Tech', '/teams/560771')",W 78-67,"('2,147', None)",3980560
02/04/2024,"('Miami (FL)', '/teams/560890')",W 75-68,"('2,277', None)",3981544
02/08/2024,"('@ Pittsburgh', '/teams/561019')",W 76-60,"('1,124', None)",3982015
02/11/2024,"('Notre Dame', '/teams/560990')",L 94-98 (2 OT),"('2,643', None)",3982566
02/15/2024,"('@ Wake Forest', '/teams/561201')",W 71-63,"('736', None)",3982961
02/18/2024,"('@ Miami (FL)', '/teams/560890')",W 74-68,"('3,584', None)",3983509
02/22/2024,"('Boston College', '/teams/560619')",W 84-71,"('1,744', None)",3983732
02/29/2024,"('@ Louisville', '/teams/560854')",L 55-70,"('7,932', None)",3984332
03/03/2024,"('Clemson', '/teams/560679')",W 82-79 (1 OT),"('2,445', None)",3984601
03/07/2024,"('#14 Wake Forest @Greensboro, NC (23-24 WBB ACC Tournament)', '/teams/561201')",W 70-53,"('7,424', None)",5246880
03/08/2024,"('#3 Syracuse @Greensboro, NC (23-24 WBB ACC Tournament)', '/teams/561132')",W 78-65,"('7,720', None)",5246876
03/09/2024,"('#2 NC State @Greensboro, NC (23-24 WBB ACC Tournament)', '/teams/560962')",L 43-69,"('10,488', None)",5246872
03/22/2024,"('#8 Alabama @Austin, TX (23-24 WBB NCAA Division I Tournament)', '/teams/560582')",L 74-82,"('7,487', None)",5254167
11/06/2023,"('North Florida', '/teams/560548')",W 82-65,"('1,112', None)",3970197
11/09/2023,"('Bethune-Cookman', '/teams/560613')",W 83-69,"('943', None)",3970489
11/13/2023,"('Florida A&M', '/teams/560749')",W 92-54,"('1,137', None)",4471194
11/17/2023,"('Florida St.', '/teams/560754')",L 75-79,"('1,518', None)",3971693
11/20/2023,"('Purdue @Nassau, Bahamas (23-24 WBB Pink Flamingo Championship)', '/teams/561032')",W 52-49,"('437', None)",3954026
11/22/2023,"('Columbia @Nassau, Bahamas (23-24 WBB Pink Flamingo Championship)', '/teams/560692')",W 83-81,"('297', None)",3972627
11/29/2023,"('@ Georgia Tech', '/teams/560771')",W 68-58,"('1,387', None)",3973339
12/02/2023,"('@ Marshall', '/teams/560872')",L 88-91,"('1,186', None)",3973717
12/10/2023,"('@ Tulsa', '/teams/561173')",L 64-72,"('2,205', None)",3975004
12/17/2023,"('@ Gardner-Webb', '/teams/561246')",W 115-37,"('270', None)",3975567
12/20/2023,"('Michigan @Charlotte, NC (23-24 WBB Jumpman Invitational)', '/teams/560896')",W 82-65,"('7,027', None)",3954290
12/30/2023,"('Winthrop', '/teams/561223')",W 73-36,"('1,289', None)",3976405
01/04/2024,"('South Carolina', '/teams/561087')",L 66-89,"('4,192', None)",3976972
01/07/2024,"('@ Vanderbilt', '/teams/561187')",L 57-63,"('4,737', None)",3977481
01/11/2024,"('@ Tennessee', '/teams/561142')",L 81-88,"('7,605', None)",3977969
01/14/2024,"('Georgia', '/teams/560774')",W 78-69,"('2,324', None)",3978533
01/22/2024,"('Mississippi St.', '/teams/560902')",L 77-89,"('1,587', None)",3979585
01/25/2024,"('@ Ole Miss', '/teams/560906')",L 70-81,"('2,450', None)",3979865
01/28/2024,"('Texas A&M', '/teams/561146')",W 63-51,"('1,460', None)",3980517
02/04/2024,"('@ LSU', '/teams/560850')",L 66-106,"('12,707', None)",3981551
