,Quarter,text,team,gameID,Date,Player,WL
3,1,"Sophie Glancey, jumpball won",Northern Ariz.,3978941,01/18/2024,Sophie Glancey,jumpball won
4,1,"Rhema Ogele, jumpball lost",Portland St.,3978941,01/18/2024,Rhema Ogele,jumpball lost
3,1,"Sophie Glancey, jumpball won",Northern Ariz.,3980989,02/01/2024,Sophie Glancey,jumpball won
4,1,"Amelia Raidaveta, jumpball lost",Weber St.,3980989,02/01/2024,Amelia Raidaveta,jumpball lost
3,1,"Rhema Ogele, jumpball won",Portland St.,3983361,02/17/2024,Rhema Ogele,jumpball won
4,1,"Sophie Glancey, jumpball lost",Northern Ariz.,3983361,02/17/2024,Sophie Glancey,jumpball lost
3,1,"Amelia Raidaveta, jumpball won",Weber St.,3984523,03/02/2024,Amelia Raidaveta,jumpball won
4,1,"Sophie Glancey, jumpball lost",Northern Ariz.,3984523,03/02/2024,Sophie Glancey,jumpball lost
3,1,"Delaynie Byrne, jumpball won",Northern Colo.,3984616,03/04/2024,Delaynie Byrne,jumpball won
4,1,"Sophie Glancey, jumpball lost",Northern Ariz.,3984616,03/04/2024,Sophie Glancey,jumpball lost
3,1,"Carley Duffney, jumpball lost",South Dakota,5254414,03/26/2024,Carley Duffney,jumpball lost
4,1,"Sophie Glancey, jumpball won",Northern Ariz.,5254414,03/26/2024,Sophie Glancey,jumpball won
3,1,"Rachel Goodon, jumpball lost",Hastings,3970258,11/06/2023,Rachel Goodon,jumpball lost
4,1,"Aniah Hall, jumpball won",Northern Colo.,3970258,11/06/2023,Aniah Hall,jumpball won
3,1,"Carley Duffney, jumpball won",South Dakota,3971411,11/14/2023,Carley Duffney,jumpball won
4,1,"Aniah Hall, jumpball lost",Northern Colo.,3971411,11/14/2023,Aniah Hall,jumpball lost
3,1,"Ethena Silva, jumpball lost",Northern N.M.,3974130,12/03/2023,Ethena Silva,jumpball lost
4,1,"Delaynie Byrne, jumpball won",Northern Colo.,3974130,12/03/2023,Delaynie Byrne,jumpball won
3,1,"Delaynie Byrne, jumpball lost",Northern Colo.,3974707,12/09/2023,Delaynie Byrne,jumpball lost
4,1,"Jayda McNabb, jumpball won",Air Force,3974707,12/09/2023,Jayda McNabb,jumpball won
3,1,"Delaynie Byrne, jumpball won",Northern Colo.,3975303,12/16/2023,Delaynie Byrne,jumpball won
4,1,"Tiairra Hill-Brown, jumpball lost",Utah St.,3975303,12/16/2023,Tiairra Hill-Brown,jumpball lost
3,1,"Ruthie Udoumoh, jumpball won",Oral Roberts,3976815,01/03/2024,Ruthie Udoumoh,jumpball won
4,1,"Delaynie Byrne, jumpball lost",Northern Colo.,3976815,01/03/2024,Delaynie Byrne,jumpball lost
509,5,"Delaynie Byrne, jumpball won",Northern Colo.,3976815,01/03/2024,Delaynie Byrne,jumpball won
510,5,"Ruthie Udoumoh, jumpball lost",Oral Roberts,3976815,01/03/2024,Ruthie Udoumoh,jumpball lost
3,1,"Rhema Ogele, jumpball won",Portland St.,3979347,01/20/2024,Rhema Ogele,jumpball won
4,1,"Delaynie Byrne, jumpball lost",Northern Colo.,3979347,01/20/2024,Delaynie Byrne,jumpball lost
3,1,"Delaynie Byrne, jumpball won",Northern Colo.,3981141,02/03/2024,Delaynie Byrne,jumpball won
4,1,"Amelia Raidaveta, jumpball lost",Weber St.,3981141,02/03/2024,Amelia Raidaveta,jumpball lost
3,1,"Rhema Ogele, jumpball won",Portland St.,3982953,02/15/2024,Rhema Ogele,jumpball won
4,1,"Delaynie Byrne, jumpball lost",Northern Colo.,3982953,02/15/2024,Delaynie Byrne,jumpball lost
3,1,"Amelia Raidaveta, jumpball lost",Weber St.,3984284,02/29/2024,Amelia Raidaveta,jumpball lost
4,1,"Delaynie Byrne, jumpball won",Northern Colo.,3984284,02/29/2024,Delaynie Byrne,jumpball won
3,1,"Delaynie Byrne, jumpball won",Northern Colo.,5254408,03/21/2024,Delaynie Byrne,jumpball won
4,1,"Elyssa Coleman, jumpball lost",UTSA,5254408,03/21/2024,Elyssa Coleman,jumpball lost
3,1,"Raegan McCowan, jumpball lost",Western Ill.,3971159,11/12/2023,Raegan McCowan,jumpball lost
4,1,"Brooke Stonebraker, jumpball won",NIU,3971159,11/12/2023,Brooke Stonebraker,jumpball won
3,1,"Brooke Stonebraker, jumpball lost",NIU,3971673,11/16/2023,Brooke Stonebraker,jumpball lost
4,1,"Madison Webb, jumpball won",Southern Ind.,3971673,11/16/2023,Madison Webb,jumpball won
3,1,"Brooke Stonebraker, jumpball won",NIU,3972351,11/21/2023,Brooke Stonebraker,jumpball won
4,1,"Gracie Kelsey, jumpball lost",Lindenwood,3972351,11/21/2023,Gracie Kelsey,jumpball lost
3,1,"Taniya Hanner, jumpball won",Radford,3972719,11/24/2023,Taniya Hanner,jumpball won
4,1,"Brooke Stonebraker, jumpball lost",NIU,3972719,11/24/2023,Brooke Stonebraker,jumpball lost
3,1,"Serah Williams, jumpball won",Wisconsin,3954153,11/29/2023,Serah Williams,jumpball won
4,1,"Brooke Stonebraker, jumpball lost",NIU,3954153,11/29/2023,Brooke Stonebraker,jumpball lost
3,1,"Halle Smith, jumpball won",SIUE,3974111,12/03/2023,Halle Smith,jumpball won
4,1,"Brooke Stonebraker, jumpball lost",NIU,3974111,12/03/2023,Brooke Stonebraker,jumpball lost
3,1,"Mikalah Ellis, jumpball lost",Concordia Chicago,3976304,12/30/2023,Mikalah Ellis,jumpball lost
4,1,"Brooke Stonebraker, jumpball won",NIU,3976304,12/30/2023,Brooke Stonebraker,jumpball won
3,1,"Brooke Stonebraker, jumpball won",NIU,3977814,01/10/2024,Brooke Stonebraker,jumpball won
4,1,"Kennedi Watkins, jumpball lost",Ohio,3977814,01/10/2024,Kennedi Watkins,jumpball lost
3,1,"Brooke Stonebraker, jumpball lost",NIU,3979671,01/24/2024,Brooke Stonebraker,jumpball lost
4,1,"Quinesha Lockett, jumpball won",Toledo,3979671,01/24/2024,Quinesha Lockett,jumpball won
3,1,"Brooke Stonebraker, jumpball won",NIU,3982681,02/14/2024,Brooke Stonebraker,jumpball won
4,1,"Jasmine Elder, jumpball lost",Western Mich.,3982681,02/14/2024,Jasmine Elder,jumpball lost
3,1,"Brooke Stonebraker, jumpball won",NIU,3984195,02/28/2024,Brooke Stonebraker,jumpball won
4,1,"Quinesha Lockett, jumpball lost",Toledo,3984195,02/28/2024,Quinesha Lockett,jumpball lost
3,1,"Brooke Stonebraker, jumpball won",NIU,3984697,03/09/2024,Brooke Stonebraker,jumpball won
4,1,"Jasmine Elder, jumpball lost",Western Mich.,3984697,03/09/2024,Jasmine Elder,jumpball lost
3,1,"Shateah Wetering, jumpball won",UNI,3970188,11/06/2023,Shateah Wetering,jumpball won
4,1,"Jasmine Kondrakiewicz, jumpball lost",Green Bay,3970188,11/06/2023,Jasmine Kondrakiewicz,jumpball lost
3,1,"Alyssa Latham, jumpball won",Syracuse,3972711,11/24/2023,Alyssa Latham,jumpball won
4,1,"Shateah Wetering, jumpball lost",UNI,3972711,11/24/2023,Shateah Wetering,jumpball lost
3,1,"Sacha Washington, jumpball won",Vanderbilt,3972826,11/25/2023,Sacha Washington,jumpball won
4,1,"Shateah Wetering, jumpball lost",UNI,3972826,11/25/2023,Shateah Wetering,jumpball lost
3,1,"Tori DePerry, jumpball lost",South Dakota,3973414,11/29/2023,Tori DePerry,jumpball lost
4,1,"Shateah Wetering, jumpball won",UNI,3973414,11/29/2023,Shateah Wetering,jumpball won
3,1,"Ryley Goebel, jumpball won",UNI,3974617,12/09/2023,Ryley Goebel,jumpball won
4,1,"Brooklyn Meyer, jumpball lost",South Dakota St.,3974617,12/09/2023,Brooklyn Meyer,jumpball lost
3,1,"Shateah Wetering, jumpball lost",UNI,3996071,12/30/2023,Shateah Wetering,jumpball lost
4,1,"Jade Masogayo, jumpball won",Missouri St.,3996071,12/30/2023,Jade Masogayo,jumpball won
3,1,"Shateah Wetering, jumpball won",UNI,3996075,01/14/2024,Shateah Wetering,jumpball won
4,1,"Leah Earnest, jumpball lost",Valparaiso,3996075,01/14/2024,Leah Earnest,jumpball lost
3,1,"Seairra Hughes, jumpball lost",Southern Ill.,3996086,02/22/2024,Seairra Hughes,jumpball lost
4,1,"Shateah Wetering, jumpball won",UNI,3996086,02/22/2024,Shateah Wetering,jumpball won
3,1,"Shateah Wetering, jumpball won",UNI,3996088,02/29/2024,Shateah Wetering,jumpball won
4,1,"Ava Interrante, jumpball lost",Valparaiso,3996088,02/29/2024,Ava Interrante,jumpball lost
3,1,"Shateah Wetering, jumpball won",UNI,5254434,03/24/2024,Shateah Wetering,jumpball won
4,1,"Tierra Simon, jumpball lost",Saint Louis,5254434,03/24/2024,Tierra Simon,jumpball lost
3,1,"Carter McCray, jumpball lost",Northern Ky.,3972755,11/24/2023,Carter McCray,jumpball lost
4,1,"Rapuluchi Ayodele, jumpball won",Pittsburgh,3972755,11/24/2023,Rapuluchi Ayodele,jumpball won
3,1,"Carter McCray, jumpball won",Northern Ky.,3973024,11/25/2023,Carter McCray,jumpball won
4,1,"Karsen Murphy, jumpball lost",Chattanooga,3973024,11/25/2023,Karsen Murphy,jumpball lost
3,1,"Carter McCray, jumpball lost",Northern Ky.,3974891,12/09/2023,Carter McCray,jumpball lost
4,1,"Erica Jones, jumpball won",Kentucky St.,3974891,12/09/2023,Erica Jones,jumpball won
3,1,"Carter McCray, jumpball lost",Northern Ky.,3975667,12/18/2023,Carter McCray,jumpball lost
4,1,"Anna Walker, jumpball won",Tennessee Tech,3975667,12/18/2023,Anna Walker,jumpball won
3,1,"Miriam Ibezim, jumpball won",Oakland,3976194,12/29/2023,Miriam Ibezim,jumpball won
4,1,"Carter McCray, jumpball lost",Northern Ky.,3976194,12/29/2023,Carter McCray,jumpball lost
3,1,"Carter McCray, jumpball lost",Northern Ky.,3977029,01/05/2024,Carter McCray,jumpball lost
4,1,"Jasmine Kondrakiewicz, jumpball won",Green Bay,3977029,01/05/2024,Jasmine Kondrakiewicz,jumpball won
3,1,"Carter McCray, jumpball won",Northern Ky.,3977516,01/07/2024,Carter McCray,jumpball won
4,1,"Kendall Nead, jumpball lost",Milwaukee,3977516,01/07/2024,Kendall Nead,jumpball lost
3,1,"Jazmyn Turner, jumpball lost",IU Indy,3978537,01/14/2024,Jazmyn Turner,jumpball lost
4,1,"Carter McCray, jumpball won",Northern Ky.,3978537,01/14/2024,Carter McCray,jumpball won
3,1,"Carter McCray, jumpball won",Northern Ky.,3978831,01/17/2024,Carter McCray,jumpball won
4,1,"Danielle Vuletich, jumpball lost",Robert Morris,3978831,01/17/2024,Danielle Vuletich,jumpball lost
3,1,"Rachel Loobie, jumpball won",Wright St.,3979484,01/20/2024,Rachel Loobie,jumpball won
4,1,"Carter McCray, jumpball lost",Northern Ky.,3979484,01/20/2024,Carter McCray,jumpball lost
3,1,"Emily Saunders, jumpball lost",Youngstown St.,3979778,01/24/2024,Emily Saunders,jumpball lost
4,1,"Carter McCray, jumpball won",Northern Ky.,3979778,01/24/2024,Carter McCray,jumpball won
3,1,"Miriam Ibezim, jumpball won",Oakland,3981089,02/02/2024,Miriam Ibezim,jumpball won
4,1,"Carter McCray, jumpball lost",Northern Ky.,3981089,02/02/2024,Carter McCray,jumpball lost
3,1,"Jasmine Kondrakiewicz, jumpball won",Green Bay,3981999,02/08/2024,Jasmine Kondrakiewicz,jumpball won
4,1,"Mya Meredith, jumpball lost",Northern Ky.,3981999,02/08/2024,Mya Meredith,jumpball lost
3,1,"Carter McCray, jumpball won",Northern Ky.,3982318,02/10/2024,Carter McCray,jumpball won
4,1,"Kendall Nead, jumpball lost",Milwaukee,3982318,02/10/2024,Kendall Nead,jumpball lost
3,1,"Faith Stinson, jumpball won",IU Indy,3982840,02/14/2024,Faith Stinson,jumpball won
4,1,"Carter McCray, jumpball lost",Northern Ky.,3982840,02/14/2024,Carter McCray,jumpball lost
3,1,"Carter McCray, jumpball won",Northern Ky.,3983440,02/17/2024,Carter McCray,jumpball won
4,1,"Rachel Loobie, jumpball lost",Wright St.,3983440,02/17/2024,Rachel Loobie,jumpball lost
3,1,"Carter McCray, jumpball won",Northern Ky.,3983989,02/24/2024,Carter McCray,jumpball won
4,1,"Emily Saunders, jumpball lost",Youngstown St.,3983989,02/24/2024,Emily Saunders,jumpball lost
3,1,"Carter McCray, jumpball lost",Northern Ky.,3984118,02/27/2024,Carter McCray,jumpball lost
4,1,"Danielle Vuletich, jumpball won",Robert Morris,3984118,02/27/2024,Danielle Vuletich,jumpball won
3,1,"Carter McCray, jumpball lost",Northern Ky.,5246869,03/05/2024,Carter McCray,jumpball lost
4,1,"Miriam Ibezim, jumpball won",Oakland,5246869,03/05/2024,Miriam Ibezim,jumpball won
3,1,"Temira Poindexter, jumpball won",Tulsa,3971219,11/12/2023,Temira Poindexter,jumpball won
4,1,"Jordan Todd, jumpball lost",Northwestern St.,3971219,11/12/2023,Jordan Todd,jumpball lost
3,1,"Jasmin Dixon, jumpball won",Northwestern St.,3972886,11/25/2023,Jasmin Dixon,jumpball won
4,1,"Jessica Neresteint, jumpball lost",Ark. Baptist,3972886,11/25/2023,Jessica Neresteint,jumpball lost
3,1,"Irina Layne, jumpball won",Southern-N.O.,3973273,11/28/2023,Irina Layne,jumpball won
4,1,"Jasmin Dixon, jumpball lost",Northwestern St.,3973273,11/28/2023,Jasmin Dixon,jumpball lost
3,1,"Jasmin Dixon, jumpball won",Northwestern St.,3974076,12/03/2023,Jasmin Dixon,jumpball won
4,1,"Sky Castro, jumpball lost",Southern U.,3974076,12/03/2023,Sky Castro,jumpball lost
3,1,"Cheyenne Banks, jumpball won",Central Ark.,3971968,12/20/2023,Cheyenne Banks,jumpball won
4,1,"Jasmin Dixon, jumpball lost",Northwestern St.,3971968,12/20/2023,Jasmin Dixon,jumpball lost
3,1,"Jasmin Dixon, jumpball won",Northwestern St.,3976335,12/30/2023,Jasmin Dixon,jumpball won
4,1,"OLIVIA SEPULVADO, jumpball lost",Champion Chris.,3976335,12/30/2023,OLIVIA SEPULVADO,jumpball lost
3,1,"Jasmin Dixon, jumpball won",Northwestern St.,3978956,01/18/2024,Jasmin Dixon,jumpball won
4,1,"Kennedy Paul, jumpball lost",Southeastern La.,3978956,01/18/2024,Kennedy Paul,jumpball lost
3,1,"Jasmin Dixon, jumpball won",Northwestern St.,3981259,02/03/2024,Jasmin Dixon,jumpball won
4,1,"Jasmine Payne, jumpball lost",Tex. A&M-Commerce,3981259,02/03/2024,Jasmine Payne,jumpball lost
3,1,"Jasmin Dixon, jumpball won",Northwestern St.,3982276,02/10/2024,Jasmin Dixon,jumpball won
4,1,"Cheyanne Daniels, jumpball lost",Southeastern La.,3982276,02/10/2024,Cheyanne Daniels,jumpball lost
3,1,"Jasmin Dixon, jumpball won",Northwestern St.,3984631,03/06/2024,Jasmin Dixon,jumpball won
4,1,"Jordyn Beaty, jumpball lost",Tex. A&M-Commerce,3984631,03/06/2024,Jordyn Beaty,jumpball lost
3,1,"Jasmin Dixon, jumpball won",Northwestern St.,5249957,03/11/2024,Jasmin Dixon,jumpball won
4,1,"Jordyn Beaty, jumpball lost",Tex. A&M-Commerce,5249957,03/11/2024,Jordyn Beaty,jumpball lost
3,1,"Kylee Watson, jumpball lost",Notre Dame,3954524,11/15/2023,Kylee Watson,jumpball lost
4,1,"Paige Mott, jumpball won",Northwestern,3954524,11/15/2023,Paige Mott,jumpball won
3,1,"Paige Mott, jumpball won",Northwestern,3954525,11/19/2023,Paige Mott,jumpball won
4,1,"Julia Sion, jumpball lost",Southeast Mo. St.,3954525,11/19/2023,Julia Sion,jumpball lost
3,1,"Rayne Tucker, jumpball lost",Temple,3954533,12/21/2023,Rayne Tucker,jumpball lost
4,1,"Paige Mott, jumpball won",Northwestern,3954533,12/21/2023,Paige Mott,jumpball won
3,1,"Paige Mott, jumpball lost",Northwestern,3954223,12/30/2023,Paige Mott,jumpball lost
4,1,"Chyna Cornwell, jumpball won",Rutgers,3954223,12/30/2023,Chyna Cornwell,jumpball won
3,1,"Paige Mott, jumpball lost",Northwestern,3954343,01/02/2024,Paige Mott,jumpball lost
4,1,"Ali Brigham, jumpball won",Penn St.,3954343,01/02/2024,Ali Brigham,jumpball won
3,1,"Taylor Thierry, jumpball won",Ohio St.,3954393,01/05/2024,Taylor Thierry,jumpball won
4,1,"Paige Mott, jumpball lost",Northwestern,3954393,01/05/2024,Paige Mott,jumpball lost
3,1,"Paige Mott, jumpball won",Northwestern,3954158,01/10/2024,Paige Mott,jumpball won
4,1,"Serah Williams, jumpball lost",Wisconsin,3954158,01/10/2024,Serah Williams,jumpball lost
3,1,"Ali Brigham, jumpball won",Penn St.,3954345,01/25/2024,Ali Brigham,jumpball won
4,1,"Caileigh Walsh, jumpball lost",Northwestern,3954345,01/25/2024,Caileigh Walsh,jumpball lost
3,1,"Serah Williams, jumpball won",Wisconsin,3954163,02/04/2024,Serah Williams,jumpball won
4,1,"Paige Mott, jumpball lost",Northwestern,3954163,02/04/2024,Paige Mott,jumpball lost
3,1,"Mary Ashley Stevenson , jumpball won",Purdue,3954045,02/14/2024,Mary Ashley Stevenson ,jumpball won
4,1,"Paige Mott, jumpball lost",Northwestern,3954045,02/14/2024,Paige Mott,jumpball lost
3,1,"Chyna Cornwell, jumpball won",Rutgers,3954234,03/03/2024,Chyna Cornwell,jumpball won
4,1,"Paige Mott, jumpball lost",Northwestern,3954234,03/03/2024,Paige Mott,jumpball lost
3,1,"Paige Mott, jumpball lost",Northwestern,5249240,03/06/2024,Paige Mott,jumpball lost
4,1,"Mary Ashley Stevenson , jumpball won",Purdue,5249240,03/06/2024,Mary Ashley Stevenson ,jumpball won
3,1,"Kylee Watson, jumpball lost",Notre Dame,3970230,11/06/2023,Kylee Watson,jumpball lost
4,1,"Kamilla Cardoso, jumpball won",South Carolina,3970230,11/06/2023,Kamilla Cardoso,jumpball won
3,1,"Jillian Hollingshead, jumpball won",Tennessee,3973342,11/29/2023,Jillian Hollingshead,jumpball won
4,1,"Kylee Watson, jumpball lost",Notre Dame,3973342,11/29/2023,Kylee Watson,jumpball lost
3,1,"Mary Ashley Stevenson , jumpball won",Purdue,3954033,12/17/2023,Mary Ashley Stevenson ,jumpball won
4,1,"Kylee Watson, jumpball lost",Notre Dame,3954033,12/17/2023,Kylee Watson,jumpball lost
3,1,"Kylee Watson, jumpball won",Notre Dame,3976020,12/21/2023,Kylee Watson,jumpball won
4,1,"Jasmine Elder, jumpball lost",Western Mich.,3976020,12/21/2023,Jasmine Elder,jumpball lost
3,1,"Alyssa Latham, jumpball won",Syracuse,3976535,12/31/2023,Alyssa Latham,jumpball won
4,1,"Kylee Watson, jumpball lost",Notre Dame,3976535,12/31/2023,Kylee Watson,jumpball lost
3,1,"Kylee Watson, jumpball won",Notre Dame,3976942,01/04/2024,Kylee Watson,jumpball won
4,1,"Gabby Hutcherson, jumpball lost",Pittsburgh,3976942,01/04/2024,Gabby Hutcherson,jumpball lost
3,1,"Camryn Taylor, jumpball won",Virginia,3978983,01/18/2024,Camryn Taylor,jumpball won
4,1,"Kylee Watson, jumpball lost",Notre Dame,3978983,01/18/2024,Kylee Watson,jumpball lost
3,1,"Malaya Cowles, jumpball won",Wake Forest,3979555,01/21/2024,Malaya Cowles,jumpball won
4,1,"Kylee Watson, jumpball lost",Notre Dame,3979555,01/21/2024,Kylee Watson,jumpball lost
3,1,"Alyssa Latham, jumpball won",Syracuse,3979992,01/25/2024,Alyssa Latham,jumpball won
4,1,"Kylee Watson, jumpball lost",Notre Dame,3979992,01/25/2024,Kylee Watson,jumpball lost
3,1,"Kylee Watson, jumpball won",Notre Dame,3981572,02/04/2024,Kylee Watson,jumpball won
4,1,"Jala Jordan, jumpball lost",Pittsburgh,3981572,02/04/2024,Jala Jordan,jumpball lost
3,1,"Elizabeth Kitley, jumpball won",Virginia Tech,3984317,02/29/2024,Elizabeth Kitley,jumpball won
4,1,"Kylee Watson, jumpball lost",Notre Dame,3984317,02/29/2024,Kylee Watson,jumpball lost
3,1,"Rose Micheaux, jumpball won",Virginia Tech,5246871,03/09/2024,Rose Micheaux,jumpball won
4,1,"Kylee Watson, jumpball lost",Notre Dame,5246871,03/09/2024,Kylee Watson,jumpball lost
3,1,"Raegan Beers, jumpball won",Oregon St.,5254207,03/29/2024,Raegan Beers,jumpball won
4,1,"Natalija Marshall, jumpball lost",Notre Dame,5254207,03/29/2024,Natalija Marshall,jumpball lost
3,1,"Mileisha Rodriguez, jumpball lost",Cleary,3971819,11/17/2023,Mileisha Rodriguez,jumpball lost
4,1,"Kianni Westbrook, jumpball won",Oakland,3971819,11/17/2023,Kianni Westbrook,jumpball won
3,1,"Kianni Westbrook, jumpball lost",Oakland,3972890,11/25/2023,Kianni Westbrook,jumpball lost
4,1,"LaZae Mosley, jumpball won",Madonna,3972890,11/25/2023,LaZae Mosley,jumpball won
5,1,"Quinesha Lockett, jumpball won",Toledo,3975556,12/17/2023,Quinesha Lockett,jumpball won
6,1,"Miriam Ibezim, jumpball lost",Oakland,3975556,12/17/2023,Miriam Ibezim,jumpball lost
3,1,"Emily Saunders, jumpball won",Youngstown St.,3976773,01/03/2024,Emily Saunders,jumpball won
4,1,"Miriam Ibezim, jumpball lost",Oakland,3976773,01/03/2024,Miriam Ibezim,jumpball lost
3,1,"Miriam Ibezim, jumpball won",Oakland,3977497,01/07/2024,Miriam Ibezim,jumpball won
4,1,"Danielle Vuletich, jumpball lost",Robert Morris,3977497,01/07/2024,Danielle Vuletich,jumpball lost
3,1,"Miriam Ibezim, jumpball won",Oakland,3979059,01/18/2024,Miriam Ibezim,jumpball won
4,1,"Kendall Nead, jumpball lost",Milwaukee,3979059,01/18/2024,Kendall Nead,jumpball lost
3,1,"Jasmine Kondrakiewicz, jumpball won",Green Bay,3979099,01/20/2024,Jasmine Kondrakiewicz,jumpball won
4,1,"Miriam Ibezim, jumpball lost",Oakland,3979099,01/20/2024,Miriam Ibezim,jumpball lost
3,1,"Faith Stinson, jumpball lost",IU Indy,3980529,01/28/2024,Faith Stinson,jumpball lost
4,1,"Miriam Ibezim, jumpball won",Oakland,3980529,01/28/2024,Miriam Ibezim,jumpball won
3,1,"Miriam Ibezim, jumpball won",Oakland,3980862,01/31/2024,Miriam Ibezim,jumpball won
4,1,"Layne Ferrell, jumpball lost",Wright St.,3980862,01/31/2024,Layne Ferrell,jumpball lost
3,1,"Emily Saunders, jumpball won",Youngstown St.,3981899,02/08/2024,Emily Saunders,jumpball won
4,1,"Miriam Ibezim, jumpball lost",Oakland,3981899,02/08/2024,Miriam Ibezim,jumpball lost
3,1,"Miriam Ibezim, jumpball won",Oakland,3982432,02/10/2024,Miriam Ibezim,jumpball won
4,1,"Danielle Vuletich, jumpball lost",Robert Morris,3982432,02/10/2024,Danielle Vuletich,jumpball lost
464,5,"Miriam Ibezim, jumpball won",Oakland,3982432,02/10/2024,Miriam Ibezim,jumpball won
465,5,"Danielle Vuletich, jumpball lost",Robert Morris,3982432,02/10/2024,Danielle Vuletich,jumpball lost
3,1,"Miriam Ibezim, jumpball lost",Oakland,3983745,02/22/2024,Miriam Ibezim,jumpball lost
4,1,"Jasmine Kondrakiewicz, jumpball won",Green Bay,3983745,02/22/2024,Jasmine Kondrakiewicz,jumpball won
3,1,"Miriam Ibezim, jumpball won",Oakland,3983921,02/24/2024,Miriam Ibezim,jumpball won
4,1,"Kendall Nead, jumpball lost",Milwaukee,3983921,02/24/2024,Kendall Nead,jumpball lost
3,1,"Miriam Ibezim, jumpball won",Oakland,3984327,02/29/2024,Miriam Ibezim,jumpball won
4,1,"Rachel Loobie, jumpball lost",Wright St.,3984327,02/29/2024,Rachel Loobie,jumpball lost
454,5,"Rachel Loobie, jumpball lost",Wright St.,3984327,02/29/2024,Rachel Loobie,jumpball lost
455,5,"Madison Royal-Davis, jumpball won",Oakland,3984327,02/29/2024,Madison Royal-Davis,jumpball won
530,6,"Layne Ferrell, jumpball won",Wright St.,3984327,02/29/2024,Layne Ferrell,jumpball won
531,6,"Madison Royal-Davis, jumpball lost",Oakland,3984327,02/29/2024,Madison Royal-Davis,jumpball lost
3,1,"Cameron Grant, jumpball won",Oakland,3984392,03/02/2024,Cameron Grant,jumpball won
4,1,"Jazmyn Turner, jumpball lost",IU Indy,3984392,03/02/2024,Jazmyn Turner,jumpball lost
3,1,"Rayah Marshall, jumpball lost",Southern California,3954389,11/06/2023,Rayah Marshall,jumpball lost
4,1,"Taylor Thierry, jumpball won",Ohio St.,3954389,11/06/2023,Taylor Thierry,jumpball won
3,1,"Taylor Thierry, jumpball won",Ohio St.,3954624,11/12/2023,Taylor Thierry,jumpball won
4,1,"Jazmyn Turner, jumpball lost",IU Indy,3954624,11/12/2023,Jazmyn Turner,jumpball lost
3,1,"Praise Egharevba, jumpball lost",Oklahoma St.,3954391,11/22/2023,Praise Egharevba,jumpball lost
4,1,"Celeste Taylor, jumpball won",Ohio St.,3954391,11/22/2023,Celeste Taylor,jumpball won
3,1,"Jillian Hollingshead, jumpball won",Tennessee,3954392,12/03/2023,Jillian Hollingshead,jumpball won
4,1,"Taylor Thierry, jumpball lost",Ohio St.,3954392,12/03/2023,Taylor Thierry,jumpball lost
3,1,"Kennedi Watkins, jumpball lost",Ohio,3954627,12/05/2023,Kennedi Watkins,jumpball lost
4,1,"Taylor Thierry, jumpball won",Ohio St.,3954627,12/05/2023,Taylor Thierry,jumpball won
3,1,"Ali Brigham, jumpball lost",Penn St.,3954339,12/10/2023,Ali Brigham,jumpball lost
4,1,"Taylor Thierry, jumpball won",Ohio St.,3954339,12/10/2023,Taylor Thierry,jumpball won
532,5,"Taylor Thierry, jumpball won",Ohio St.,3954339,12/10/2023,Taylor Thierry,jumpball won
533,5,"Ali Brigham, jumpball lost",Penn St.,3954339,12/10/2023,Ali Brigham,jumpball lost
3,1,"Rylie Bisballe, jumpball lost",Grand Valley St.,3954628,12/15/2023,Rylie Bisballe,jumpball lost
4,1,"Taylor Thierry, jumpball won",Ohio St.,3954628,12/15/2023,Taylor Thierry,jumpball won
3,1,"Taylor Thierry, jumpball lost",Ohio St.,3954224,01/11/2024,Taylor Thierry,jumpball lost
4,1,"Chyna Cornwell, jumpball won",Rutgers,3954224,01/11/2024,Chyna Cornwell,jumpball won
3,1,"Taylor Thierry, jumpball won",Ohio St.,3954041,01/28/2024,Taylor Thierry,jumpball won
4,1,"Mary Ashley Stevenson , jumpball lost",Purdue,3954041,01/28/2024,Mary Ashley Stevenson ,jumpball lost
3,1,"Serah Williams, jumpball won",Wisconsin,3954162,02/01/2024,Serah Williams,jumpball won
4,1,"Taylor Thierry, jumpball lost",Ohio St.,3954162,02/01/2024,Taylor Thierry,jumpball lost
3,1,"Taylor Thierry, jumpball won",Ohio St.,3954349,02/22/2024,Taylor Thierry,jumpball won
4,1,"Ali Brigham, jumpball lost",Penn St.,3954349,02/22/2024,Ali Brigham,jumpball lost
3,1,"Faith Stinson, jumpball won",IU Indy,3973082,11/26/2023,Faith Stinson,jumpball won
4,1,"Kennedi Watkins, jumpball lost",Ohio,3973082,11/26/2023,Kennedi Watkins,jumpball lost
3,1,"Madi Mace, jumpball won",Ohio,3974746,12/09/2023,Madi Mace,jumpball won
4,1,"Alyssa Latham, jumpball lost",Syracuse,3974746,12/09/2023,Alyssa Latham,jumpball lost
3,1,"Kennedi Watkins, jumpball lost",Ohio,3976326,12/30/2023,Kennedi Watkins,jumpball lost
4,1,"Miyah Brown, jumpball won",Bellarmine,3976326,12/30/2023,Miyah Brown,jumpball won
3,1,"Nan Garcia, jumpball won",Toledo,3978102,01/13/2024,Nan Garcia,jumpball won
4,1,"Kennedi Watkins, jumpball lost",Ohio,3978102,01/13/2024,Kennedi Watkins,jumpball lost
